Doc_ID,LHI_Score,Total_Entities,Hallucinations,Entity_List
1215,0.9166666666666666,12,1,. 5
1216,1.0,3,0,
1217,0.9,10,1,Kanara
1218,0.6666666666666667,3,1,"Hobshaw Brothers Ltd. vs Mayer, [1956(3) AER 833 and 835]"
1219,1.0,5,0,
1220,0.9393939393939394,33,2,[339D] 326 (e); C.P.C.
1221,0.9545454545454546,22,1,L.R. 71 (77)
1222,1.0,33,0,
1223,1.0,2,0,
1224,0.8709677419354839,31,4,TribunaL; section 116 A 134 159; B. P. Sinha; N. Rajagopala Ayyangar
1225,1.0,3,0,
1226,0.9333333333333333,15,1,Constitution
1227,0.8571428571428572,7,1,Alamgir
1228,1.0,4,0,
1229,1.0,4,0,
1230,1.0,9,0,
1231,0.8888888888888888,18,2,"C.P.C.; August 8, 1968"
1232,1.0,8,0,
1233,1.0,3,0,
1234,0.8823529411764706,17,2,K. Das; Kapur
1235,1.0,15,0,
1236,1.0,20,0,
1237,1.0,9,0,
1238,1.0,7,0,
1239,0.6666666666666667,3,1,Supreme Court
1240,1.0,14,0,
1241,0.9583333333333334,24,1,Bombay
1242,1.0,6,0,
1243,0.8333333333333334,12,2,Raj Narain Pandey; Sant Prasad Tewari
1244,0.875,8,1,U.P.
1245,0.875,16,2,Per Sarkar; Per Subba Rao
1246,1.0,15,0,
1247,0.975609756097561,41,1,Khas
1248,0.8,5,1,Narain Swadesh
1249,1.0,5,0,
1250,0.95,20,1,3. 79
1251,1.0,22,0,
1252,0.9473684210526316,19,1,Supreme Court
1253,0.8,10,2,"Sections 147, 148 and 302 read with 149; Indian Penal Code"
1254,0.9444444444444444,18,1,Supreme Court
1255,0.8333333333333334,18,3,H.M. Abdulali; H.M. Esufali; Jaganmohan Rao
1256,1.0,23,0,
1257,1.0,8,0,
1258,1.0,25,0,
1259,1.0,1,0,
1260,0.9230769230769231,13,1,ISCR 104
1261,0.7777777777777778,9,2,Punjab Delhi; Paddy
1262,N/A,0,0,
1263,1.0,8,0,
1264,1.0,19,0,
1265,1.0,4,0,
1266,0.9,10,1,Pakistan
1267,1.0,3,0,
1268,1.0,15,0,
1269,0.8333333333333334,6,1,S.C. R. 761
1270,1.0,21,0,
1271,1.0,13,0,
1272,1.0,18,0,
1273,0.84375,32,5,Furkan Ansari; 701 H 702 A] (ii); AIR 1968 Punjab & Haryana 152 at 158 159; AIR 1970 All; Arun Kumar Bose vs Mohl
1274,0.8888888888888888,18,2,"State of West Bengal v, B. K; Mondal"
1275,0.6666666666666667,3,1,Criminal Procedure Code
1276,0.9512195121951219,41,2,"6th and 7th October, 1982; A.R. Antulay vs RS"
1277,0.8780487804878049,41,5,L.R. 119; Supreme Court; Javid Rasool Bhat vs State of J.& K. [1984] 2 S.C.C. 632; [1973] 1 S.L.R. 80; [1973] 2 Ser.
1278,1.0,5,0,
1279,1.0,8,0,
1280,0.8181818181818181,11,2,S2; Per Kapur
1281,0.9166666666666666,12,1,SCR 216
1282,0.8823529411764706,17,2,I.A. 293; Probodh Kumar Das
1283,1.0,6,0,
1284,0.95,20,1,Collector of Jhalwar
1285,0.5,2,1,Cr
1286,1.0,4,0,
1287,1.0,6,0,
1288,1.0,9,0,
1289,0.9696969696969697,33,1,Dhani Ram Iying
1290,1.0,4,0,
1291,0.8,5,1,[1957] S C.R. 1019
1292,1.0,7,0,
1293,1.0,12,0,
1294,0.9032258064516129,31,3,General Clauses Act; Division Bench of the High Court; State of A.P.
1295,1.0,11,0,
1296,1.0,3,0,
1297,1.0,11,0,
1298,1.0,12,0,
1299,0.8494623655913979,93,14,Government of financial institutions; 1.04; 1.07; 2.01; 24.31; 1955(1) WLR; 3.03; 3.04; 3.06; 3.07; 3.09; 6.03; Bombay Calcutta; T.K. Thommen; Black
1300,0.9466666666666667,75,4,Per Hegde; Per Mitter; Per Sikri; Kantilal
1301,1.0,7,0,
1302,1.0,6,0,
1303,0.9375,16,1,Paragraphs 6 and 6A of Us
1304,0.9090909090909091,11,1,S.R. DAS
1305,0.8,10,2,G; S
1306,1.0,12,0,
1307,1.0,6,0,
1308,1.0,18,0,
1309,1.0,19,0,
1310,0.8,5,1,District 906 Court
1311,0.875,8,1,B
1312,1.0,4,0,
1313,1.0,6,0,
1314,1.0,15,0,
1315,1.0,4,0,
1316,0.6666666666666667,24,8,Mussalmans; BOSE; CHAND MAHAJAN; KANIA C.J.; MEHR CHAND MAHAJAN; S.R. DAS; S.R. DAs; VIVIAN BOSE
1317,1.0,10,0,
1318,0.96,25,1,"8th November, 1961"
1319,0.96,75,3,Central; R.B. Misra; 67 Gokaraju Rangaraju vs State of Andhra Pradesh
1320,1.0,5,0,
1321,0.8888888888888888,9,1,Arbn
1322,1.0,4,0,
1323,0.9411764705882353,17,1,Pandit Kishori Lal AIR 1945 PC
1324,0.8333333333333334,12,2,State of Bihar; Ahmedabad
1325,1.0,16,0,
1326,0.9736842105263158,38,1,Mercedes Benz
1327,1.0,23,0,
1328,0.9166666666666666,24,2,Paragraph 516 B; India
1329,1.0,11,0,
1330,1.0,7,0,
1331,1.0,14,0,
1332,1.0,11,0,
1333,0.9583333333333334,72,3,S 13; Per Tulzapurkar; Kirpal Singh
1334,1.0,6,0,
1335,1.0,9,0,
1336,1.0,5,0,
1337,1.0,4,0,
1338,1.0,10,0,
1339,0.9375,16,1,1961 Act
1340,0.9090909090909091,22,2,Supreme Court; Adya Sevak
1341,0.9714285714285714,35,1,Government of Bihar
1342,1.0,6,0,
1343,0.875,16,2,1.03; 83.1971
1344,0.7142857142857143,7,2,"Interest Act, 1839 (32 of 1839); Sita Ram"
1345,1.0,5,0,
1346,1.0,6,0,
1347,0.967741935483871,31,1,M
1348,1.0,5,0,
1349,0.9166666666666666,12,1,"Slum Areas (Improvement and Clear ance) Act, 1956"
1350,1.0,6,0,
1351,1.0,14,0,
1352,1.0,11,0,
1353,1.0,17,0,
1354,0.8333333333333334,6,1,"section 302 read with section 149, and sections 395 and 147"
1355,0.9047619047619048,21,2,Supreme Court; Banerjee
1356,1.0,13,0,
1357,0.92,25,2,L.R. 578; [1969]2 Mys.
1358,0.9090909090909091,11,1,B.S. Grewal
1359,0.9166666666666666,12,1,T.R. 426
1360,0.9615384615384616,26,1,1990(3) SC 725
1361,0.9166666666666666,12,1,I.P.C.
1362,0.9473684210526316,38,2,Harinarayan Jaiswal; State of M.P.
1363,1.0,4,0,
1364,1.0,3,0,
1365,1.0,12,0,
1366,1.0,3,0,
1367,1.0,8,0,
1368,1.0,4,0,
1369,1.0,6,0,
1370,1.0,3,0,
1371,1.0,3,0,
1372,1.0,10,0,
1373,1.0,7,0,
1374,0.9285714285714286,14,1,1.8.41
1375,1.0,8,0,
1376,0.9230769230769231,13,1,Toronto
1377,0.625,8,3,Forest Department of Madhya Pradesh; Timber; [509F] 503 (7)
1378,0.7777777777777778,18,4,Kavalappara Rottarathil Kochuni; Kochuni; State of Madras; Union of India
1379,1.0,5,0,
1380,1.0,16,0,
1381,1.0,6,0,
1382,1.0,2,0,
1383,0.9090909090909091,22,2,Supreme Court; 356 361 of 1977
1384,0.9285714285714286,14,1,sections 16 and 18
1385,1.0,24,0,
1386,0.9333333333333333,15,1,Pollution Control Board
1387,0.9545454545454546,22,1,10.4.43
1388,1.0,23,0,
1389,1.0,18,0,
1390,1.0,25,0,
1391,0.33333333333333337,3,2,Cr; P.C. 1973
1392,1.0,2,0,
1393,0.9,10,1,A.I.R. 1975 S.C. 1723
1394,0.875,16,2,section 60(1) of the (11 Of 1924); section 73 (xiv)
1395,0.9090909090909091,33,3,19 12 1978; Supreme Court; Motor Vehicles Act
1396,0.8125,16,3,"s.4; Central Excise & Salt Act, 1944; Central Excise Rules, 1944"
1397,0.9,20,2,October 28.; P. Darolia & Sons
1398,1.0,3,0,
1399,1.0,15,0,
1400,1.0,12,0,
1401,0.9459459459459459,37,2,Agaota; L.J. 484
1402,0.95,20,1,"Central Excise and Salt Act, 1944"
1403,1.0,15,0,
1404,0.9565217391304348,23,1,Raghubar Dayal
1405,0.8461538461538461,13,2,"Nand Lal vs State of Punjab, [1982] I SCR 718; State of Maharashtra"
1406,1.0,8,0,
1407,0.9333333333333333,15,1,article 226
1408,0.9230769230769231,13,1,Hong Kong
1409,1.0,4,0,
1410,1.0,1,0,
1411,1.0,7,0,
1412,1.0,5,0,
1413,1.0,18,0,
1414,1.0,24,0,
1415,0.9,10,1,5 9 1973
1416,1.0,9,0,
1417,1.0,3,0,
1418,0.9285714285714286,14,1,Deputy Commission of Singhbhum
1419,0.8,5,1,Supreme Court
1420,1.0,14,0,
1421,1.0,1,0,
1422,0.7333333333333334,15,4,U.P.; State of U.P.; Gujaranama; Shiba Prasad Singh
1423,1.0,10,0,
1424,1.0,7,0,
1425,1.0,4,0,
1426,1.0,17,0,
1427,1.0,6,0,
1428,1.0,9,0,
1429,0.9,20,2,S; King vs The General Commissioners of Income tax for South ampton
1430,0.9090909090909091,11,1,Mary Nisky vs Child Company SO A.L.R. 227
1431,1.0,10,0,
1432,0.6666666666666667,3,1,Surender Singh and others vs The State of Uttar Pradesh
1433,1.0,26,0,
1434,0.8333333333333334,24,4,Article 227; C.P.C.; Constitution; Supreme Court
1435,0.8636363636363636,22,3,Gajendra Narain; Moo; Sunil
1436,1.0,8,0,
1437,0.9333333333333333,15,1,Patwari Circle
1438,0.75,4,1,Supreme Court
1439,0.8695652173913043,23,3,"B.V.S. Rao; Bala; Indian Trust Act, 1882"
1440,0.96,25,1,8.8.1988
1441,0.9583333333333334,24,1,Union Territory of
1442,0.9285714285714286,28,2,January 1.; Baneshwar Prasad Singh
1443,1.0,10,0,
1444,0.9444444444444444,18,1,Article 12. 1405C] (2)
1445,1.0,5,0,
1446,0.9090909090909091,44,4,Per Ayyangar; Per Sarkar; Per Sinha; [1959] Supp. 1 S.C.R. 489
1447,1.0,9,0,
1448,0.9375,16,1,sub clause (b)
1449,0.7916666666666666,24,5,16 2 1961; 20 12 1966; 25 11 1968; 31 11 1948; Civil Procedure Code
1450,0.7777777777777778,27,6,"1 4 52 to 31 3 53; 1 4 53 to 31 3 54; 1 4 54 to 31 3 55; 1 4 55 to 31 3 56; 1 4 56 to 31 3 57; Pickles vs Foulsham, (1925) 9 Tax Cases 261"
1451,0.9375,16,1,Patratu Pithoria
1452,0.625,8,3,"Raipur Development Authority; Abhaduta Jena & Ors., [1988] 1 SCC 418; Balimela"
1453,1.0,28,0,
1454,1.0,9,0,
1455,1.0,10,0,
1456,1.0,1,0,
1457,1.0,18,0,
1458,1.0,7,0,
1459,0.9565217391304348,23,1,West Bengal
1460,0.9302325581395349,43,3,Ant; Ramanuja Jeer; India
1461,1.0,6,0,
1462,0.9090909090909091,22,2,A.I.R. 1963 Cal; Lachmi
1463,1.0,9,0,
1464,0.8888888888888888,9,1,1.02.The
1465,1.0,20,0,
1466,0.9,10,1,Income tax Appellate Tribunal
1467,0.875,8,1,Allenburry Engineers Pvt
1468,1.0,7,0,
1469,1.0,9,0,
1470,0.9375,16,1,Veli
1471,1.0,20,0,
1472,1.0,22,0,
1473,0.8,5,1,A.I.R. 1974 section C. 1657
1474,0.9333333333333333,15,1,R.
1475,0.5,4,2,Indian Penal Code; Supreme Court
1476,0.9130434782608696,46,4,"Bihar; Items 2 to 5; sections 122, 123 124, 126 and 129; Supreme Court"
1477,0.98,50,1,Punjab Act
1478,1.0,9,0,
1479,0.9666666666666667,30,1,Finance Act of 1961
1480,0.5,2,1,Indian Penal Code
1481,1.0,22,0,
1482,0.7272727272727273,11,3,J. C. Shah; K. N. Wanchoo; jafer Imam
1483,1.0,5,0,
1484,0.8333333333333334,18,3,1.01; 1.02; 1.05
1485,1.0,29,0,
1486,1.0,26,0,
1487,1.0,11,0,
1488,1.0,4,0,
1489,N/A,0,0,
1490,1.0,18,0,
1491,1.0,4,0,
1492,0.8823529411764706,17,2,Sasaram; Earl of Chesterfield
1493,0.9772727272727273,44,1,10.5.1979
1494,1.0,3,0,
1495,1.0,14,0,
1496,1.0,8,0,
1497,1.0,12,0,
1498,1.0,10,0,
1499,1.0,15,0,
1500,0.8333333333333334,6,1,"Central Excise and Salt Act, 1944"
1501,0.9333333333333333,15,1,Cas. 889
1502,0.96,25,1,"State Trading Corporation of India Ltd. vs The Commercial Tax Officer, Vishakhapatnam, [1964] 4 S.C.R. 99"
1503,0.8461538461538461,13,2,. 13; N
1504,1.0,5,0,
1505,0.9473684210526316,38,2,Ayurvedic; SCC 751
1506,1.0,2,0,
1507,1.0,3,0,
1508,1.0,23,0,
1509,1.0,12,0,
1510,0.9,20,2,"Employees ' Provident Fund & Miscellaneous Provisions Act, 1952; Bhagatram Sardar Singh Raghuvanshi & Anr., [1975] 3 S.C.R. 619"
1511,0.9333333333333333,30,2,L.J. 154; Darshan Kumar vs Sushil Malhotra & Ors. 1980 Crl
1512,1.0,39,0,
1513,0.9830508474576272,59,1,.B.I.
1514,1.0,6,0,
1515,0.8148148148148149,27,5,(1979) KLJ Kerala 211; AIR 1974 S.C. 1164; Employees in Relation vs Digmoden Colliery vs Their Workmen; Hariprasad Shivshankar Shukla vs A.D. Divakar [1957] SCR 121; FFF
1516,1.0,9,0,
1517,1.0,12,0,
1518,1.0,18,0,
1519,0.9375,16,1,[1966] I S.C.R. 865
1520,1.0,7,0,
1521,1.0,12,0,
1522,1.0,5,0,
1523,1.0,19,0,
1524,1.0,37,0,
1525,1.0,14,0,
1526,1.0,7,0,
1527,1.0,21,0,
1528,0.8888888888888888,9,1,Excise Act
1529,1.0,8,0,
1530,1.0,2,0,
1531,0.6666666666666667,9,3,Section 32; Section 84C; 239 Revenue Tribunal
1532,1.0,11,0,
1533,1.0,9,0,
1534,1.0,16,0,
1535,1.0,17,0,
1536,0.9090909090909091,11,1,Section 98(1)
1537,0.967741935483871,31,1,I
1538,0.9090909090909091,11,1,section Sl
1539,0.9545454545454546,22,1,6.12.1962
1540,1.0,22,0,
1541,0.7777777777777778,9,2,Superintending Engineer of another Circle entered into a reference for arbitration and parties filed statements and adduced evidence.; PG NO 462 PG NO 463
1542,0.8636363636363636,22,3,"sections 45, 47, 125 and 126; I.K.P.D.; R.S. Pathak"
1543,0.75,4,1,B
1544,1.0,3,0,
1545,0.9285714285714286,14,1,India
1546,1.0,12,0,
1547,0.7333333333333334,30,8,"D. Mohananardu Mudaliar; Additional Civil Judge, Dehradun; AIR 1977 Gujarat 134; AIR 1978 Delhi 276; AIR 1982 Delhi 36; ILR 1973 Karnataka 827; Rama Bhallav Dhandhania vs Gangadhar Nathmall AIR 1966 Cal; Sarojini Amma vs Neelakanta Pillai AIR 1961 Kerala 126"
1548,0.9444444444444444,36,2,Munshi Gulab Singh; Sands
1549,1.0,11,0,
1550,0.8333333333333334,12,2,Craies; [1978]3 SCR 207
1551,0.9166666666666666,12,1,Surjit
1552,1.0,14,0,
1553,1.0,8,0,
1554,0.35,40,26,"Article 136; Article 14; Article 226; Order 17; section 16; Central Act; Code of Civil Procedure; Constitution; Constitution of India; Industrial Dispute Act, 1947 (Central) Act XIV of 1947); Sirsilk Ltd. 448; Star Paper Mills Mazdoor Sangh; India; Saharanpur; Supreme Court; 11.3.85; 26.3.85; 7.2.1985; Dwarka Prasad Laxmi Narain vs The State of Uttar Pradesh and two others; Sirsilk Ltd. & Ors vs Government of Andhra Pradesh & Anr.[1964] 2 SCR 448; State of Bihar vs D.N. Ganguly & Ors; P. Sambamurthy; V.E. Thamas; Star Paper Mills Ltd.; State of Andhra Pradesh; State of Uttar Pradesh"
1555,1.0,15,0,
1556,0.5454545454545454,11,5,Section 3(2) (d); a. 3(1) and (3); section 3(2) (d); section 506; I.P.C.
1557,0.9411764705882353,17,1,industrial Disputes Act
1558,1.0,13,0,
1559,0.9166666666666666,24,2,Motor Vehicles Act; Per Kapur
1560,0.9523809523809523,21,1,Daruka
1561,1.0,6,0,
1562,0.8,20,4,1.01; 1.02; 1.03; 1.06
1563,1.0,15,0,
1564,0.7142857142857143,14,4,"Art, ' II; section 120B; section 167 (81); section 223"
1565,0.6,5,2,District Educational Officer and Inspection Commission; PG NO 893 PG NO 894
1566,1.0,6,0,
1567,0.9230769230769231,13,1,Supreme Court
1568,1.0,17,0,
1569,0.9285714285714286,14,1,L.J. 883
1570,0.935483870967742,31,2,Workers ' Union of the Kendra; Societies Registration Act 1960
1571,0.9722222222222222,36,1,C.P.C.
1572,0.9166666666666666,24,2,Article 14; pro 419
1573,0.9565217391304348,23,1,cl. 3
1574,1.0,6,0,
1575,0.9583333333333334,24,1,D.K
1576,0.8666666666666667,15,2,16.2.79; 8.12.78
1577,1.0,3,0,
1578,1.0,12,0,
1579,1.0,28,0,
1580,0.8571428571428572,28,4,Creed; Income tax Tribunal; 1.01; 1.02
1581,0.95,20,1,article 226
1582,1.0,10,0,
1583,0.75,4,1,Supreme Court
1584,0.9166666666666666,24,2,Singapore; Shipping Act
1585,0.6153846153846154,13,5,"Bangalore; India; (1962) Pat; Muller vs Trafford, [1901]1 Ch. 54; Goreto"
1586,0.5,6,3,Section 457(1) (b); Emmanuel; [1881] 17 Ch
1587,1.0,8,0,
1588,0.9285714285714286,28,2,Supreme Court; item No. 97 of List I to the Seventh Schedule
1589,1.0,4,0,
1590,1.0,9,0,
1591,1.0,11,0,
1592,1.0,9,0,
1593,1.0,7,0,
1594,0.8571428571428572,7,1,All India Law Ministers ' Conference in 1957
1595,0.875,8,1,11.5
1596,0.9666666666666667,30,1,6.11.1978
1597,0.875,8,1,Supreme Court
1598,1.0,9,0,
1599,0.8888888888888888,18,2,3.31980; 3.8.1980
1600,1.0,10,0,
1601,1.0,4,0,
1602,1.0,7,0,
1603,0.75,8,2,item 84.45/48; sub heading (2)
1604,0.9705882352941176,34,1,Petition No. 143
1605,1.0,5,0,
1606,1.0,5,0,
1607,1.0,15,0,
1608,1.0,2,0,
1609,0.9666666666666667,30,1,Supreme Court
1610,1.0,14,0,
1611,1.0,7,0,
1612,1.0,6,0,
1613,0.8260869565217391,23,4,Prakash Chand; Sharma; D.D.A.; s.8
1614,0.875,8,1,FUrthermore
1615,0.5,4,2,Supreme Court; Thakur Kanta Prasad Singh (dead) by L. Rs vs State of Bihar
1616,0.9230769230769231,13,1,Cr.
1617,1.0,24,0,
1618,0.9523809523809523,21,1,Ass Kaur
1619,1.0,11,0,
1620,1.0,8,0,
1621,0.96,25,1,I.P.C.
1622,1.0,9,0,
1623,0.9375,16,1,K. M. section Reddy
1624,0.8,15,3,"[1113C] Joseph vs Joseph, and Matthewson vs Wright; Calcutta Credit Corporation Ltd.; Happy Homes (P) Ltd."
1625,0.9375,16,1,C.P.C.
1626,0.7692307692307692,13,3,Mohd; N.C. Mohammad Ismail; Allahabad
1627,0.962962962962963,27,1,Varanasi
1628,1.0,14,0,
1629,0.75,4,1,Supreme Court
1630,1.0,19,0,
1631,0.9090909090909091,11,1,"September 9, 1969"
1632,0.9090909090909091,11,1,I.L.R.
1633,N/A,0,0,
1634,0.8695652173913043,23,3,"Regulation 25; April 9, 1985; Civil Appeal No. 650/82"
1635,0.9393939393939394,33,2,"Singapore; Central Bank, [1977] I All E.R. 881"
1636,1.0,5,0,
1637,1.0,11,0,
1638,0.8235294117647058,17,3,Indubala; Usha; Indubala
1639,0.7777777777777778,9,2,summary case Nos. 798 and 799 of 1972; Supreme Court
1640,0.95,20,1,law 769
1641,1.0,9,0,
1642,0.9444444444444444,72,4,"[1975] 1 S.C.R. 312; Mandies; S.C.R. 302; Adhiniyam, 1972"
1643,1.0,14,0,
1644,0.9444444444444444,18,1,afoResaid Annapazham
1645,0.9444444444444444,18,1,Cr
1646,1.0,5,0,
1647,1.0,14,0,
1648,0.9090909090909091,11,1,January 26 to March 31 outside
1649,0.9310344827586207,29,2,Badri Das; CI(P)71 74 (2) Section 52
1650,0.9090909090909091,11,1,C.I.T. Mysore
1651,1.0,9,0,
1652,0.9166666666666666,12,1,Gujarat Governor
1653,1.0,10,0,
1654,1.0,9,0,
1655,0.9761904761904762,42,1,India
1656,1.0,12,0,
1657,0.967741935483871,62,2,H.M. Seervai; Kewal Krishan Puri
1658,0.8571428571428572,7,1,"Citizenship Act, 955"
1659,1.0,7,0,
1660,0.8461538461538461,13,2,Section 16E (10); [1979 A B] 972
1661,1.0,7,0,
1662,1.0,5,0,
1663,0.8666666666666667,30,4,"Article 226; Director Inspection (Investigation) of Income Tax Mayur Bhavan, New Delhi; Director of Inspection (Investigation) of Income Tax Mayur Bhavan, New Delhi; Enforcement Directorate"
1664,1.0,12,0,
1665,0.8947368421052632,19,2,Special Tribunal Regulation of 1949; principles 86 662
1666,0.8888888888888888,9,1,1.4.1966
1667,0.92,25,2,section 180; section 20 (b) read with Explanation I
1668,0.9,10,1,articles 226 and 227
1669,0.75,4,1,"Income tax Act, 875 1961"
1670,1.0,22,0,
1671,0.7916666666666666,24,5,Jagadamba Paper Industries; Special 160; section 18(A)(23); l68B C; 167B C; [1984] I S.C.R. 165
1672,0.9666666666666667,30,1,"District Magistrate, Sessions Judge"
1673,1.0,8,0,
1674,0.9090909090909091,22,2,March 11.; Railway 786 Board
1675,1.0,5,0,
1676,0.33333333333333337,3,2,Akalis; rule of law
1677,0.9166666666666666,12,1,India
1678,1.0,18,0,
1679,0.90625,32,3,Supreme Court; Bele Srinivasa Rao Street; Bangalore
1680,0.8181818181818181,11,2,Supreme Court; Per Sarkar
1681,1.0,13,0,
1682,1.0,9,0,
1683,1.0,9,0,
1684,0.8947368421052632,38,4,Supreme Court; State of Kerala; Jai Kaur; Chanan Singh
1685,1.0,39,0,
1686,0.9333333333333333,15,1,"Gift Tax Act, 1958"
1687,0.9725274725274725,182,5,"H. Anr; 1979; May ],; A.P. Sen; Per Desai"
1688,1.0,26,0,
1689,0.6923076923076923,13,4,1.01; 1.03; 1.04; Income Tax Act
1690,0.9285714285714286,14,1,Supreme Court
1691,0.9444444444444444,90,5,"Entry 9, List I of the Seventh Schedule; Das Gupta; Sarkar; Shah; Wanchoo"
1692,0.6666666666666667,3,1,Supreme Court
1693,0.6470588235294117,17,6,s 13(b); section 13 (b); section 13(b); section 66(1); G. Subramaniam Chettiar; K. Pitchiah Chettiar
1694,0.8333333333333334,12,2,"Gujarat; Vidhyawati, [1962] Supp. 2 S.C.R. 989"
1695,0.9090909090909091,11,1,1.11
1696,1.0,4,0,
1697,0.92,25,2,N; J. L. Kapur
1698,0.9444444444444444,18,1,"Sessions Judge, Sholapur"
1699,1.0,5,0,
1700,1.0,27,0,
1701,0.9333333333333333,15,1,Supreme Court
1702,1.0,15,0,
1703,0.975,40,1,1946 (Act 20)
1704,0.7333333333333334,15,4,"May 20, 1953; Supreme Court; Held; Per Sarkar"
1705,0.7777777777777778,9,2,British Government; L.R. 1370)
1706,1.0,7,0,
1707,0.625,8,3,Section 10(1)(b)(11); section 10 201; I956
1708,1.0,31,0,
1709,0.9166666666666666,12,1,Central Government
1710,0.95,20,1,section 8(b) of the 140
1711,0.7777777777777778,9,2,(1) (1952) L.A.C.103; 2)(1958)1 L.L.J. 63
1712,0.85,20,3,ALAGIRISWAMI; 13 7 1962; High Court of Punjab & Haryana
1713,0.8333333333333334,6,1,Supreme Court
1714,1.0,17,0,
1715,0.9444444444444444,18,1,Krishan Datt Sharma
1716,0.7272727272727273,11,3,H.L. (S.C.) 535 at 544; [1875] L.R. 19 Eq; [1970] 1 S.C.R. 205
1717,1.0,7,0,
1718,0.96875,32,1,[119G] 110 2.03.The
1719,0.8888888888888888,9,1,Per Sarkar
1720,1.0,16,0,
1721,0.8571428571428572,7,1,Orders 15(1)(b) and 15(1)(r)
1722,0.9523809523809523,21,1,"2nd April, 1987"
1723,1.0,5,0,
1724,1.0,7,0,
1725,0.9473684210526316,19,1,K. C. Das Gupta
1726,0.85,20,3,L.R. 91; K.L. Kharbanda; N. Saliva teeswaranb
1727,0.9,10,1,Sadar Singh vs Kunj Behari 491 I.A.
1728,0.6666666666666667,3,1,Industrial Disputes Act
1729,0.33333333333333337,3,2,"2nd August, 1976; August 2, 1976"
1730,1.0,14,0,
1731,0.8571428571428572,7,1,East German
1732,1.0,9,0,
1733,0.8571428571428572,14,2,L. Lakshmi Reddy; P. Lakshmi vs
1734,1.0,4,0,
1735,0.9166666666666666,12,1,"articles 379, 382 and 385"
1736,1.0,19,0,
1737,1.0,9,0,
1738,1.0,4,0,
1739,1.0,11,0,
1740,0.7,10,3,article 14 & 16; revi 948 sion; 20.12.1982
1741,0.9230769230769231,13,1,Vantari Muttah
1742,0.9230769230769231,13,1,Section 133 706
1743,1.0,11,0,
1744,1.0,7,0,
1745,0.7272727272727273,11,3,section 251A; section 46; India
1746,0.9655172413793104,29,1,U.P. Act
1747,1.0,9,0,
1748,0.736842105263158,19,5,"Rule 20. 83; July/August, 1972; May/June, 1968; Civil and Sessions Judge; District and Sessions Judge"
1749,1.0,5,0,
1750,1.0,6,0,
1751,0.7777777777777778,18,4,Dayal; Per Subba Rao; Wanchoo; Shah
1752,0.9666666666666667,30,1,proviso to the section
1753,0.8181818181818181,11,2,/s; Spargo
1754,1.0,5,0,
1755,1.0,17,0,
1756,0.875,8,1,Jamuna
1757,0.9,20,2,First Sugar Wage Board; 1957 [253B C) (3)
1758,1.0,16,0,
1759,1.0,2,0,
1760,1.0,13,0,
1761,1.0,6,0,
1762,1.0,6,0,
1763,0.8,10,2,Bhumidari; Transfer of Property Act
1764,1.0,14,0,
1765,1.0,13,0,
1766,1.0,3,0,
1767,1.0,1,0,
1768,1.0,3,0,
1769,1.0,13,0,
1770,0.88,25,3,Supreme Court; Section 4(1)(b); section 4(2)(a)
1771,0.8888888888888888,18,2,17 12 1968; P
1772,0.8333333333333334,6,1,. 122
1773,0.9333333333333333,30,2,1.01; 23.1977
1774,0.8,5,1,I.P.C.
1775,1.0,3,0,
1776,1.0,5,0,
1777,1.0,24,0,
1778,0.75,16,4,Narendra Purushotam Umrao; Pankaj Kumar Chakraborty; B. B. Gujral; State of West Bengal
1779,0.9333333333333333,15,1,section 66(2) to state 627
1780,0.9090909090909091,11,1,Chikkadpalli
1781,0.9298245614035088,57,4,"Secretary of State 's Services; rr. 49, 56; Per Dayal; Shah"
1782,0.5,2,1,India
1783,0.9545454545454546,22,1,Abbas Ali
1784,1.0,8,0,
1785,1.0,32,0,
1786,0.9,10,1,U.P.
1787,0.967741935483871,31,1,"Sat Pal vs The State of Punjab, [1982] 1 SSC 12"
1788,0.6666666666666667,6,2,1147 section 10(3)(c); M.N. Shanmugham Chetty
1789,0.8333333333333334,6,1,[143B] 141
1790,1.0,27,0,
1791,0.9333333333333333,15,1,"3,20,162"
1792,1.0,7,0,
1793,1.0,4,0,
1794,0.875,8,1,Col. 5 [296 G]
1795,1.0,45,0,
1796,1.0,13,0,
1797,0.9411764705882353,17,1,"Judicial Commissioner, Goa"
1798,1.0,10,0,
1799,0.9285714285714286,14,1,Guardian of Wards Act 1890
1800,0.7777777777777778,18,4,1.60; 30.1; Per Mudholkar; Hathisingh
1801,0.9487179487179487,39,2,suit (; Section 906 6
1802,0.9375,16,1,Estate Duty Act
1803,0.5,4,2,I7(b)(viii); Supreme Court
1804,0.9245283018867925,53,4,Companies Act; Raja Anands; Barium Chemicals; Supreme Court
1805,1.0,7,0,
1806,0.8333333333333334,6,1,(1584) 3 Co. Rep. 8
1807,1.0,21,0,
1808,0.9047619047619048,21,2,Dulap Singh; Rambalam
1809,0.8947368421052632,19,2,Jai Kaur; Sher Singh
1810,1.0,1,0,
1811,0.8461538461538461,13,2,[1955] 1 S.C.R. 777; [1950]S.C.R. 869
1812,1.0,12,0,
1813,0.8846153846153846,26,3,Delhi Police; F.I.R.; Supreme Court
1814,0.9642857142857143,28,1,U.S. 309
1815,0.8888888888888888,18,2,18A(i)(b); Per Sarkar
